seed,stable_row_id,dev_position,transition_role,intervention_type,joint_tail3_status,intervention_tail3_status,selected_class_transition,first_blocker,frame_increased_despite_harm,entitlement_increased_despite_harm,support_vs_ne_margin_decreased,in_stage196a_baseline_recurrent,in_stage196a_intervention_recurrent,in_stage196a_common_recurrent,in_stage196a_universal_all_six,joint_frame_value,intervention_frame_value,paired_frame_delta,joint_predicate_value,intervention_predicate_value,paired_predicate_delta,joint_sufficiency_value,intervention_sufficiency_value,paired_sufficiency_delta,joint_polarity_value,intervention_polarity_value,paired_polarity_delta,joint_entitlement_value,intervention_entitlement_value,paired_entitlement_delta,joint_support_vs_not_entitled_margin_value,intervention_support_vs_not_entitled_margin_value,paired_support_vs_not_entitled_margin_delta,joint_support_probability_value,intervention_support_probability_value,paired_support_probability_delta,joint_not_entitled_probability_value,intervention_not_entitled_probability_value,paired_not_entitled_probability_delta,frame_threshold_crossing,predicate_threshold_crossing,sufficiency_threshold_crossing,polarity_threshold_crossing,entitlement_threshold_crossing
183,generated_fact_118__none,252,INTERVENTION_INDUCED_HARM,none,STABLE_SUPPORT,UNSTABLE,"[""SUPPORT"",""NOT_ENTITLED""]",,false,false,true,false,false,false,false,0.6567443410555521,0.4970789651075999,-0.15966537594795221,0.656086285909017,0.532958189646403,-0.123128096262614,0.9942359328269958,0.9952290058135986,0.0009930729866027832,3.305393934249878,3.4266974925994873,0.12130355834960938,0.42825056115786236,0.274679238597552,-0.15357132256031036,0.9787891904513041,0.28170714775721234,-0.6970820426940918,0.617589513460795,0.46741966406504315,-0.1501698493957519,0.2322575847307841,0.3550504148006439,0.12279283006985983,PASS_TO_FAIL,PASS_TO_PASS,PASS_TO_PASS,PASS_TO_PASS,FAIL_TO_FAIL
183,generated_fact_287__polarity_flip,695,INTERVENTION_INDUCED_HARM,polarity_flip,STABLE_SUPPORT,PERSISTENT_NOT_ENTITLED,"[""SUPPORT"",""NOT_ENTITLED""]",,false,false,true,false,false,false,false,0.5372020602226257,0.2972161074479421,-0.23998595277468365,0.5605911811192831,0.3380238215128581,-0.22256735960642499,0.9955779512723287,0.9954780141512553,-9.993712107347896e-05,3.363373041152954,3.474804719289144,0.11143167813618993,0.2997350792090098,0.10647515207529068,-0.19325992713371914,0.3690947890281677,-0.5251614600419998,-0.8942562490701675,0.48640204469362897,0.2980544517437617,-0.18834759294986725,0.336354394753774,0.4992312788963318,0.1628768841425578,PASS_TO_FAIL,PASS_TO_FAIL,PASS_TO_PASS,PASS_TO_PASS,FAIL_TO_FAIL
183,generated_fact_225__polarity_flip,539,INTERVENTION_INDUCED_HARM,polarity_flip,STABLE_SUPPORT,PERSISTENT_NOT_ENTITLED,"[""SUPPORT"",""NOT_ENTITLED""]",,false,false,true,false,false,false,false,0.5044553180535635,0.2859509338935216,-0.21850438416004186,0.5770038564999899,0.38371240099271137,-0.1932914555072785,0.9943623940149943,0.9925955136617025,-0.0017668803532917554,3.4917349020640054,3.6114049752553306,0.11967007319132517,0.28964947660764057,0.11334128305315971,-0.17630819355448085,0.3279515504837036,-0.47723932067553204,-0.8051908711592357,0.47979318102200824,0.3070898751417796,-0.17270330588022864,0.3457397520542145,0.49135979016621906,0.14562003811200458,PASS_TO_FAIL,PASS_TO_FAIL,PASS_TO_PASS,PASS_TO_PASS,FAIL_TO_FAIL
183,generated_fact_221__polarity_flip,527,INTERVENTION_INDUCED_HARM,polarity_flip,STABLE_SUPPORT,PERSISTENT_NOT_ENTITLED,"[""SUPPORT"",""NOT_ENTITLED""]",,false,false,true,false,false,false,false,0.5067882041136423,0.3125836451848348,-0.19420455892880756,0.5624996622403463,0.380477915207545,-0.18202174703280133,0.9953620831171671,0.9945465127627054,-0.0008155703544616699,3.5085392793019614,3.5591081778208413,0.05056889851887991,0.28376086552937824,0.1235507143040498,-0.16021015122532845,0.31327491998672485,-0.43479559818903607,-0.748070518175761,0.47604034344355267,0.3157946566740672,-0.16024568676948547,0.3480598529179891,0.48369352022806805,0.13563366731007898,PASS_TO_FAIL,PASS_TO_FAIL,PASS_TO_PASS,PASS_TO_PASS,FAIL_TO_FAIL
183,generated_fact_271__polarity_flip,647,INTERVENTION_INDUCED_HARM,polarity_flip,STABLE_SUPPORT,UNSTABLE,"[""SUPPORT"",""NOT_ENTITLED""]",,false,false,true,false,false,false,false,0.46079827348391217,0.3544984559218089,-0.10629981756210327,0.5338513851165771,0.38140055537223816,-0.152450829744339,0.995405892531077,0.9951838254928589,-0.00022206703821814333,3.3654346466064453,3.4851955572764077,0.11976091066996242,0.24502248068650564,0.1422255908449491,-0.10279688984155655,0.11070809761683147,-0.35036856929461163,-0.4610766669114431,0.42850180466969806,0.3332541187604268,-0.09524768590927124,0.38362441460291546,0.46782951553662616,0.0842051009337107,FAIL_TO_FAIL,PASS_TO_FAIL,PASS_TO_PASS,PASS_TO_PASS,FAIL_TO_FAIL
183,reef_protection__none,48,INTERVENTION_INDUCED_HARM,none,STABLE_SUPPORT,UNSTABLE,"[""SUPPORT"",""NOT_ENTITLED""]",,false,false,true,false,false,false,false,0.7182944218317667,0.508141040802002,-0.21015338102976477,0.5306705236434937,0.3835928936799367,-0.14707762996355694,0.9959772427876791,0.9953293204307556,-0.0006479223569234582,3.528626044591268,3.544670899709066,0.01604485511779785,0.37965255975723267,0.197231262922287,-0.18242129683494568,0.8314639528592428,-0.07307616869608562,-0.9045401215553284,0.5889385143915812,0.39011578758557636,-0.19882272680600482,0.2566688656806946,0.4181035856405894,0.16143471995989483,PASS_TO_PASS,PASS_TO_FAIL,PASS_TO_PASS,PASS_TO_PASS,FAIL_TO_FAIL
183,generated_fact_138__none,312,INTERVENTION_INDUCED_HARM,none,STABLE_SUPPORT,UNSTABLE,"[""SUPPORT"",""NOT_ENTITLED""]",,false,false,true,false,false,false,false,0.6149787306785583,0.44075266520182294,-0.17422606547673541,0.4690025945504506,0.36914389828840893,-0.09985869626204169,0.9927477836608887,0.9936837156613668,0.0009359320004781457,3.4480462869008384,3.466529289881388,0.018483002980549834,0.2857844332853953,0.17365398009618124,-0.11213045318921408,0.305145263671875,-0.20476550857226053,-0.5099107722441355,0.47394734621047974,0.3650113542874654,-0.10893599192301434,0.3493446707725525,0.44145201643308,0.09210734566052753,PASS_TO_FAIL,FAIL_TO_FAIL,PASS_TO_PASS,PASS_TO_PASS,FAIL_TO_FAIL
183,generated_fact_146__paraphrase,337,INTERVENTION_INDUCED_HARM,paraphrase,STABLE_SUPPORT,UNSTABLE,"[""SUPPORT"",""SUPPORT""]",FINAL_COMPOSITION_BLOCKED,true,true,false,false,false,false,false,0.5380548636118571,0.9755746722221375,0.4375198086102804,0.5411768058935801,0.7366741299629211,0.19549732406934106,0.994097113609314,0.9890352288881937,-0.005061884721120236,3.3694007396698,0.814714511235555,-2.5546862284342446,0.29164233803749084,0.7104897697766622,0.4188474317391714,0.3205965757369995,1.3736273894707363,1.0530308137337367,0.47588495413462323,0.5226820508639017,0.04679709672927851,0.3464740415414174,0.13420813779036203,-0.2122659037510554,PASS_TO_PASS,PASS_TO_PASS,PASS_TO_PASS,PASS_TO_PASS,FAIL_TO_PASS
183,generated_fact_045__none,84,INTERVENTION_INDUCED_HARM,none,STABLE_SUPPORT,UNSTABLE,"[""SUPPORT"",""NOT_ENTITLED""]",,false,false,true,false,false,false,false,0.5699069102605184,0.35344912608464557,-0.21645778417587286,0.6140795151392618,0.4127041498819987,-0.20137536525726313,0.9949731429417928,0.9938545823097229,-0.0011185606320699426,3.543342431386312,3.57445494333903,0.031112511952717803,0.34840354323387146,0.15078648179769516,-0.1976170614361763,0.6300890445709229,-0.29773884018262226,-0.927827884753545,0.548246701558431,0.3438287377357483,-0.20441796382268274,0.29220345616340637,0.4589931865533193,0.1667897303899129,PASS_TO_FAIL,PASS_TO_FAIL,PASS_TO_PASS,PASS_TO_PASS,FAIL_TO_FAIL
183,generated_fact_090__none,204,INTERVENTION_INDUCED_HARM,none,STABLE_SUPPORT,UNSTABLE,"[""SUPPORT"",""NOT_ENTITLED""]",,false,false,true,false,false,false,false,0.4987444281578064,0.363115315635999,-0.13562911252180737,0.5914421876271566,0.431519478559494,-0.1599227090676626,0.992869238058726,0.9933163921038309,0.00044715404510498047,3.4921888510386148,3.4931097825368247,0.0009209314982099315,0.2928900718688965,0.16620119661092758,-0.1266888752579689,0.3476335604985555,-0.2377446989218394,-0.5853782594203949,0.48410525918006897,0.3578621248404185,-0.12624313433965045,0.34201014041900635,0.44764095544815063,0.10563081502914429,FAIL_TO_FAIL,PASS_TO_FAIL,PASS_TO_PASS,PASS_TO_PASS,FAIL_TO_FAIL
