seed,epoch,stable_row_id,id,source_row_id,dev_position,transition_role,intervention_type,path_class,direction,variant,recipient_mode,donor_mode,recipient_refute_logit,recipient_not_entitled_logit,recipient_support_logit,recipient_margin,recipient_prediction,donor_refute_logit,donor_not_entitled_logit,donor_support_logit,donor_margin,donor_prediction,counterfactual_refute_logit,counterfactual_not_entitled_logit,counterfactual_support_logit,counterfactual_margin,counterfactual_prediction,counterfactual_minus_recipient_refute,counterfactual_minus_recipient_not_entitled,counterfactual_minus_recipient_support,counterfactual_minus_recipient_margin,donor_minus_recipient_margin,counterfactual_toward_donor_margin,signed_margin_closure_fraction,recipient_prediction_changed,donor_prediction_reproduced,recipient_prediction_preserved
184,1,generated_fact_039__paraphrase,generated_fact_039__paraphrase,generated_fact_039__paraphrase,73,recovery,paraphrase,MULTI_CHANNEL_CONFLICT,JOINT_RECIPIENT_FRAME_LOCAL_ONLY_DONOR,FRAME_ONLY,joint,frame_local_only,0.2976519029281449,0.8266312944062353,0.18723500988276343,-0.6393962845234719,NOT_ENTITLED,0.05503107167535134,0.958203805597292,0.041619914464312506,-0.9165838911329796,NOT_ENTITLED,0.07435366316269011,0.9579168384838713,0.046771442480738015,-0.9111453960031333,NOT_ENTITLED,-0.22329823976545482,0.13128554407763604,-0.14046356740202542,-0.2717491114796614,-0.2771876066095077,true,0.9803797319931845,false,true,true
184,1,generated_fact_039__paraphrase,generated_fact_039__paraphrase,generated_fact_039__paraphrase,73,recovery,paraphrase,MULTI_CHANNEL_CONFLICT,JOINT_RECIPIENT_FRAME_LOCAL_ONLY_DONOR,PREDICATE_ONLY,joint,frame_local_only,0.2976519029281449,0.8266312944062353,0.18723500988276343,-0.6393962845234719,NOT_ENTITLED,0.05503107167535134,0.958203805597292,0.041619914464312506,-0.9165838911329796,NOT_ENTITLED,0.3063606022502911,0.821511118224294,0.19271313176811783,-0.6287979864561761,NOT_ENTITLED,0.008708699322146185,-0.005120176181941272,0.005478121885354403,0.01059829806729573,-0.2771876066095077,false,-0.038235107972292015,false,true,true
184,1,generated_fact_039__paraphrase,generated_fact_039__paraphrase,generated_fact_039__paraphrase,73,recovery,paraphrase,MULTI_CHANNEL_CONFLICT,JOINT_RECIPIENT_FRAME_LOCAL_ONLY_DONOR,SUFFICIENCY_ONLY,joint,frame_local_only,0.2976519029281449,0.8266312944062353,0.18723500988276343,-0.6393962845234719,NOT_ENTITLED,0.05503107167535134,0.958203805597292,0.041619914464312506,-0.9165838911329796,NOT_ENTITLED,0.28729238306717664,0.8327220508885025,0.18071845553028773,-0.6520035953582147,NOT_ENTITLED,-0.01035951986096828,0.006090756482267201,-0.006516554352475695,-0.012607310834742869,-0.2771876066095077,true,0.04548295282373,false,true,true
184,1,generated_fact_039__paraphrase,generated_fact_039__paraphrase,generated_fact_039__paraphrase,73,recovery,paraphrase,MULTI_CHANNEL_CONFLICT,JOINT_RECIPIENT_FRAME_LOCAL_ONLY_DONOR,ENTITLEMENT_PRIMITIVES,joint,frame_local_only,0.2976519029281449,0.8266312944062353,0.18723500988276343,-0.6393962845234719,NOT_ENTITLED,0.05503107167535134,0.958203805597292,0.041619914464312506,-0.9165838911329796,NOT_ENTITLED,0.07386557267449304,0.9582038054808767,0.04646441394679539,-0.9117393915340813,NOT_ENTITLED,-0.22378633025365188,0.1315725110746414,-0.14077059593596802,-0.2723431070106095,-0.2771876066095077,true,0.982522668822914,false,true,true
184,1,generated_fact_039__paraphrase,generated_fact_039__paraphrase,generated_fact_039__paraphrase,73,recovery,paraphrase,MULTI_CHANNEL_CONFLICT,JOINT_RECIPIENT_FRAME_LOCAL_ONLY_DONOR,POLARITY_ONLY,joint,frame_local_only,0.2976519029281449,0.8266312944062353,0.18723500988276343,-0.6393962845234719,NOT_ENTITLED,0.05503107167535134,0.958203805597292,0.041619914464312506,-0.9165838911329796,NOT_ENTITLED,0.22175558397856668,0.8266312944062353,0.16771340546699773,-0.6589178889392375,NOT_ENTITLED,-0.07589631894957824,0.0,-0.019521604415765698,-0.01952160441576567,-0.2771876066095077,true,0.07042740710722695,false,true,true
184,1,generated_fact_039__paraphrase,generated_fact_039__paraphrase,generated_fact_039__paraphrase,73,recovery,paraphrase,MULTI_CHANNEL_CONFLICT,JOINT_RECIPIENT_FRAME_LOCAL_ONLY_DONOR,ENTITLEMENT_PLUS_POLARITY,joint,frame_local_only,0.2976519029281449,0.8266312944062353,0.18723500988276343,-0.6393962845234719,NOT_ENTITLED,0.05503107167535134,0.958203805597292,0.041619914464312506,-0.9165838911329796,NOT_ENTITLED,0.05503107167535134,0.9582038054808767,0.041619914464312506,-0.9165838910165642,NOT_ENTITLED,-0.24262083125279357,0.1315725110746414,-0.1456150954184509,-0.2771876064930924,-0.2771876066095077,true,0.9999999995800125,false,true,true
184,1,generated_fact_039__paraphrase,generated_fact_039__paraphrase,generated_fact_039__paraphrase,73,recovery,paraphrase,MULTI_CHANNEL_CONFLICT,FRAME_LOCAL_ONLY_RECIPIENT_JOINT_DONOR,FRAME_ONLY,frame_local_only,joint,0.05503107167535134,0.958203805597292,0.041619914464312506,-0.9165838911329796,NOT_ENTITLED,0.2976519029281449,0.8266312944062353,0.18723500988276343,-0.6393962845234719,NOT_ENTITLED,0.2202998817758696,0.8277800781750354,0.16661246014070671,-0.6611676180343287,NOT_ENTITLED,0.16526881010051825,-0.1304237274222566,0.1249925456763942,0.2554162730986509,0.2771876066095077,true,0.9214563241944381,false,true,true
184,1,generated_fact_039__paraphrase,generated_fact_039__paraphrase,generated_fact_039__paraphrase,73,recovery,paraphrase,MULTI_CHANNEL_CONFLICT,FRAME_LOCAL_ONLY_RECIPIENT_JOINT_DONOR,PREDICATE_ONLY,frame_local_only,joint,0.05503107167535134,0.958203805597292,0.041619914464312506,-0.9165838911329796,NOT_ENTITLED,0.2976519029281449,0.8266312944062353,0.18723500988276343,-0.6393962845234719,NOT_ENTITLED,0.053466741754741726,0.9594383140265593,0.040436814162835025,-0.9190014998637243,NOT_ENTITLED,-0.0015643299206096126,0.0012345084292673114,-0.0011831003014774813,-0.0024176087307447025,0.2771876066095077,false,-0.008721922167864257,false,true,true
184,1,generated_fact_039__paraphrase,generated_fact_039__paraphrase,generated_fact_039__paraphrase,73,recovery,paraphrase,MULTI_CHANNEL_CONFLICT,FRAME_LOCAL_ONLY_RECIPIENT_JOINT_DONOR,SUFFICIENCY_ONLY,frame_local_only,joint,0.05503107167535134,0.958203805597292,0.041619914464312506,-0.9165838911329796,NOT_ENTITLED,0.2976519029281449,0.8266312944062353,0.18723500988276343,-0.6393962845234719,NOT_ENTITLED,0.057015445482636956,0.956637814843272,0.043120693308156856,-0.9135171215351152,NOT_ENTITLED,0.001984373807285618,-0.0015659907540199747,0.0015007788438443498,0.0030667695978643383,0.2771876066095077,true,0.01106387704477963,false,true,true
184,1,generated_fact_039__paraphrase,generated_fact_039__paraphrase,generated_fact_039__paraphrase,73,recovery,paraphrase,MULTI_CHANNEL_CONFLICT,FRAME_LOCAL_ONLY_RECIPIENT_JOINT_DONOR,ENTITLEMENT_PRIMITIVES,frame_local_only,joint,0.05503107167535134,0.958203805597292,0.041619914464312506,-0.9165838911329796,NOT_ENTITLED,0.2976519029281449,0.8266312944062353,0.18723500988276343,-0.6393962845234719,NOT_ENTITLED,0.22175558397856668,0.8266312945226506,0.16771340546699773,-0.6589178890556529,NOT_ENTITLED,0.16672451230321533,-0.1315725110746414,0.12609349100268522,0.2576660020773267,0.2771876066095077,true,0.9295725924727856,false,true,true
184,1,generated_fact_039__paraphrase,generated_fact_039__paraphrase,generated_fact_039__paraphrase,73,recovery,paraphrase,MULTI_CHANNEL_CONFLICT,FRAME_LOCAL_ONLY_RECIPIENT_JOINT_DONOR,POLARITY_ONLY,frame_local_only,joint,0.05503107167535134,0.958203805597292,0.041619914464312506,-0.9165838911329796,NOT_ENTITLED,0.2976519029281449,0.8266312944062353,0.18723500988276343,-0.6393962845234719,NOT_ENTITLED,0.07386557267449304,0.958203805597292,0.04646441394679539,-0.9117393916504967,NOT_ENTITLED,0.018834500999141697,0.0,0.004844499482482882,0.004844499482482889,0.2771876066095077,true,0.017477330757098574,false,true,true
184,1,generated_fact_039__paraphrase,generated_fact_039__paraphrase,generated_fact_039__paraphrase,73,recovery,paraphrase,MULTI_CHANNEL_CONFLICT,FRAME_LOCAL_ONLY_RECIPIENT_JOINT_DONOR,ENTITLEMENT_PLUS_POLARITY,frame_local_only,joint,0.05503107167535134,0.958203805597292,0.041619914464312506,-0.9165838911329796,NOT_ENTITLED,0.2976519029281449,0.8266312944062353,0.18723500988276343,-0.6393962845234719,NOT_ENTITLED,0.2976519029281449,0.8266312945226506,0.18723500988276343,-0.6393962846398872,NOT_ENTITLED,0.24262083125279357,-0.1315725110746414,0.1456150954184509,0.2771876064930924,0.2771876066095077,true,0.9999999995800125,false,true,true
184,1,generated_fact_083__paraphrase,generated_fact_083__paraphrase,generated_fact_083__paraphrase,157,harm,paraphrase,POLARITY_OVERRIDE_DESPITE_FRAME_GAIN,JOINT_RECIPIENT_FRAME_LOCAL_ONLY_DONOR,FRAME_ONLY,joint,frame_local_only,0.3870204150420296,0.7711272938713782,0.2286299112992089,-0.5424973825721693,NOT_ENTITLED,0.057184664151885,0.9519009506246238,0.0472068212839943,-0.9046941293406294,NOT_ENTITLED,0.08436589579375119,0.9513848356359292,0.049838630011052355,-0.9015462056248769,NOT_ENTITLED,-0.3026545192482784,0.180257541764551,-0.17879128128815655,-0.3590488230527076,-0.36219674676846014,true,0.9913088017939462,false,true,true
184,1,generated_fact_083__paraphrase,generated_fact_083__paraphrase,generated_fact_083__paraphrase,157,harm,paraphrase,POLARITY_OVERRIDE_DESPITE_FRAME_GAIN,JOINT_RECIPIENT_FRAME_LOCAL_ONLY_DONOR,PREDICATE_ONLY,joint,frame_local_only,0.3870204150420296,0.7711272938713782,0.2286299112992089,-0.5424973825721693,NOT_ENTITLED,0.057184664151885,0.9519009506246238,0.0472068212839943,-0.9046941293406294,NOT_ENTITLED,0.40007389334806975,0.7633527927115478,0.23634117269851262,-0.5270116200130351,NOT_ENTITLED,0.013053478306040145,-0.007774501159830471,0.007711261399303726,0.015485762559134142,-0.36219674676846014,false,-0.04275511223471495,false,true,true
184,1,generated_fact_083__paraphrase,generated_fact_083__paraphrase,generated_fact_083__paraphrase,157,harm,paraphrase,POLARITY_OVERRIDE_DESPITE_FRAME_GAIN,JOINT_RECIPIENT_FRAME_LOCAL_ONLY_DONOR,SUFFICIENCY_ONLY,joint,frame_local_only,0.3870204150420296,0.7711272938713782,0.2286299112992089,-0.5424973825721693,NOT_ENTITLED,0.057184664151885,0.9519009506246238,0.0472068212839943,-0.9046941293406294,NOT_ENTITLED,0.37054727142429644,0.7809385082588002,0.21889850381329512,-0.5620400044455051,NOT_ENTITLED,-0.016473143617733166,0.00981121438742194,-0.009731407485913779,-0.019542621873335775,-0.36219674676846014,true,0.05395581834374867,false,true,true
184,1,generated_fact_083__paraphrase,generated_fact_083__paraphrase,generated_fact_083__paraphrase,157,harm,paraphrase,POLARITY_OVERRIDE_DESPITE_FRAME_GAIN,JOINT_RECIPIENT_FRAME_LOCAL_ONLY_DONOR,ENTITLEMENT_PRIMITIVES,joint,frame_local_only,0.3870204150420296,0.7711272938713782,0.2286299112992089,-0.5424973825721693,NOT_ENTITLED,0.057184664151885,0.9519009506246238,0.0472068212839943,-0.9046941293406294,NOT_ENTITLED,0.08349933289148653,0.9519009505082084,0.049326713347797174,-0.9025742371604113,NOT_ENTITLED,-0.3035210821505431,0.1807736566368302,-0.17930319795141172,-0.360076854588242,-0.36219674676846014,true,0.994147125287204,false,true,true
184,1,generated_fact_083__paraphrase,generated_fact_083__paraphrase,generated_fact_083__paraphrase,157,harm,paraphrase,POLARITY_OVERRIDE_DESPITE_FRAME_GAIN,JOINT_RECIPIENT_FRAME_LOCAL_ONLY_DONOR,POLARITY_ONLY,joint,frame_local_only,0.3870204150420296,0.7711272938713782,0.2286299112992089,-0.5424973825721693,NOT_ENTITLED,0.057184664151885,0.9519009506246238,0.0472068212839943,-0.9046941293406294,NOT_ENTITLED,0.2650516080513275,0.7711272938713782,0.2188041860153493,-0.5523231078560289,NOT_ENTITLED,-0.12196880699070212,0.0,-0.00982572528385961,-0.00982572528385961,-0.36219674676846014,true,0.027128143395889905,false,true,true
184,1,generated_fact_083__paraphrase,generated_fact_083__paraphrase,generated_fact_083__paraphrase,157,harm,paraphrase,POLARITY_OVERRIDE_DESPITE_FRAME_GAIN,JOINT_RECIPIENT_FRAME_LOCAL_ONLY_DONOR,ENTITLEMENT_PLUS_POLARITY,joint,frame_local_only,0.3870204150420296,0.7711272938713782,0.2286299112992089,-0.5424973825721693,NOT_ENTITLED,0.057184664151885,0.9519009506246238,0.0472068212839943,-0.9046941293406294,NOT_ENTITLED,0.057184664151885,0.9519009505082084,0.0472068212839943,-0.9046941292242141,NOT_ENTITLED,-0.3298357508901446,0.1807736566368302,-0.1814230900152146,-0.3621967466520448,-0.36219674676846014,true,0.9999999996785854,false,true,true
184,1,generated_fact_083__paraphrase,generated_fact_083__paraphrase,generated_fact_083__paraphrase,157,harm,paraphrase,POLARITY_OVERRIDE_DESPITE_FRAME_GAIN,FRAME_LOCAL_ONLY_RECIPIENT_JOINT_DONOR,FRAME_ONLY,frame_local_only,joint,0.057184664151885,0.9519009506246238,0.0472068212839943,-0.9046941293406294,NOT_ENTITLED,0.3870204150420296,0.7711272938713782,0.2286299112992089,-0.5424973825721693,NOT_ENTITLED,0.262329134846226,0.7734949212167774,0.21655674244022685,-0.5569381787765506,NOT_ENTITLED,0.205144470694341,-0.17840602940784633,0.16934992115623254,0.3477559505640788,0.36219674676846014,true,0.9601299671153236,false,true,true
184,1,generated_fact_083__paraphrase,generated_fact_083__paraphrase,generated_fact_083__paraphrase,157,harm,paraphrase,POLARITY_OVERRIDE_DESPITE_FRAME_GAIN,FRAME_LOCAL_ONLY_RECIPIENT_JOINT_DONOR,PREDICATE_ONLY,frame_local_only,joint,0.057184664151885,0.9519009506246238,0.0472068212839943,-0.9046941293406294,NOT_ENTITLED,0.3870204150420296,0.7711272938713782,0.2286299112992089,-0.5424973825721693,NOT_ENTITLED,0.055318861895461854,0.9535235650246221,0.045666572775472855,-0.9078569922491493,NOT_ENTITLED,-0.0018658022564231463,0.0016226143999983345,-0.0015402485085214482,-0.003162862908519859,0.36219674676846014,false,-0.00873244427714799,false,true,true
184,1,generated_fact_083__paraphrase,generated_fact_083__paraphrase,generated_fact_083__paraphrase,157,harm,paraphrase,POLARITY_OVERRIDE_DESPITE_FRAME_GAIN,FRAME_LOCAL_ONLY_RECIPIENT_JOINT_DONOR,SUFFICIENCY_ONLY,frame_local_only,joint,0.057184664151885,0.9519009506246238,0.0472068212839943,-0.9046941293406294,NOT_ENTITLED,0.3870204150420296,0.7711272938713782,0.2286299112992089,-0.5424973825721693,NOT_ENTITLED,0.0597268801063703,0.9496900859944346,0.04930545972156482,-0.9003846262728697,NOT_ENTITLED,0.002542215954485297,-0.0022108646301891577,0.0020986384375705144,0.004309503067759679,0.36219674676846014,true,0.011898237922370394,false,true,true
