row_type,seed,intervention_type,intervention_group,target,score,direction_interpretation,n,gold_SUPPORT,gold_REFUTE,gold_NOT_ENTITLED,pred_SUPPORT,pred_REFUTE,pred_NOT_ENTITLED,classifier_entitled,classifier_error,false_entitled,false_support,false_refute,opportunity_rate,false_entitled_rate,not_entitled_recall,entitled_accuracy,mean_frame_prob,mean_predicate_coverage_prob,mean_sufficiency_prob,mean_entitlement_prob,mean_polarity_margin,mean_frame_fail_score,mean_predicate_fail_score,mean_sufficiency_fail_score,mean_entitlement_fail_score,mean_polarity_weak_score,frame_prob_state,predicate_coverage_prob_state,sufficiency_prob_state,entitlement_prob_state,positives,negatives,mean_score_positive,mean_score_negative,mean_pass_probability_positive,raw_auc,expected_direction_auc,inverted_auc,auc_defined
opportunity,3,entity_swap,match_perturbed,not_applicable,not_applicable,not_applicable,60,0,0,60,0,0,60,0,0,0,0,0,0.0,0.0,1.0,0.0,0.008804813423193992,0.0030411446602859843,0.999325567483902,4.570676053674561e-05,3.1465954105059306,0.991195186576806,0.9969588553397141,0.0006744325160980225,0.9999542932394633,-3.1465954105059306,no_opportunity,no_opportunity,no_opportunity,no_opportunity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
opportunity,3,event_swap,match_perturbed,not_applicable,not_applicable,not_applicable,60,0,0,60,5,0,55,5,5,5,5,0,0.08333333333333333,0.08333333333333333,0.9166666666666666,0.0,0.06855871276735949,0.07160039494240968,0.9989046692848206,0.05379980468567661,3.479031836986542,0.9314412872326405,0.9283996050575903,0.0010953307151794433,0.9462001953143234,-3.479031836986542,correct_rejection,correct_rejection,confidently_inverted,correct_rejection,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
opportunity,3,evidence_deletion,presence_removed,not_applicable,not_applicable,not_applicable,60,0,0,60,0,0,60,0,0,0,0,0,0.0,0.0,1.0,0.0,0.9942740937074025,0.9964203963677088,0.0006338374524299677,0.0006283024781926845,-4.574736015001933,0.005725906292597453,0.003579603632291158,0.99936616254757,0.9993716975218073,4.574736015001933,no_opportunity,no_opportunity,no_opportunity,no_opportunity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
opportunity,3,evidence_truncation,presence_removed,not_applicable,not_applicable,not_applicable,60,0,0,60,0,0,60,0,0,0,0,0,0.0,0.0,1.0,0.0,0.9916247804959615,0.9957292079925537,0.001229697052622214,0.0012081306020263582,-4.61738551457723,0.008375219504038493,0.004270792007446289,0.9987703029473778,0.9987918693979736,4.61738551457723,no_opportunity,no_opportunity,no_opportunity,no_opportunity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
opportunity,3,irrelevant_evidence,presence_removed,not_applicable,not_applicable,not_applicable,60,0,0,60,0,0,60,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0011027808010112493,0.0018692161441625406,0.00034724023911015444,7.143313736820052e-10,1.0489246060450872,0.9988972191989888,0.9981307838558374,0.9996527597608899,0.9999999992856686,-1.0489246060450872,no_opportunity,no_opportunity,no_opportunity,no_opportunity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
opportunity,3,location_swap,match_perturbed,not_applicable,not_applicable,not_applicable,60,0,0,60,4,0,56,4,4,4,4,0,0.06666666666666667,0.06666666666666667,0.9333333333333333,0.0,0.050074229084809,0.9681290741388996,0.9965748180945714,0.04777018557069823,4.588713085651397,0.949925770915191,0.03187092586110036,0.0034251819054285687,0.9522298144293018,-4.588713085651397,correct_rejection,confidently_inverted,confidently_inverted,correct_rejection,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
opportunity,3,none,controls,not_applicable,not_applicable,not_applicable,60,30,30,0,30,30,0,60,0,0,0,0,1.0,0.0,0.0,1.0,0.9332358092069626,0.991254543264707,0.9886873185634613,0.9155981779098511,-0.39109172026316324,0.06676419079303741,0.00874545673529307,0.011312681436538696,0.08440182209014893,0.39109172026316324,no_opportunity,no_opportunity,no_opportunity,no_opportunity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
opportunity,3,paraphrase,controls,not_applicable,not_applicable,not_applicable,60,30,30,0,30,30,0,60,0,0,0,0,1.0,0.0,0.0,1.0,0.9391398787498474,0.9936195194721222,0.9885192662477493,0.9227869282166163,-0.35792814095815023,0.06086012125015259,0.0063804805278778074,0.011480733752250671,0.07721307178338369,0.35792814095815023,no_opportunity,no_opportunity,no_opportunity,no_opportunity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
opportunity,3,polarity_flip,controls,not_applicable,not_applicable,not_applicable,60,30,30,0,30,30,0,60,0,0,0,0,1.0,0.0,0.0,1.0,0.9406877348820368,0.9968769371509552,0.9884918044010799,0.9269546806812287,-0.3702661991119385,0.059312265117963156,0.0031230628490448,0.011508195598920187,0.07304531931877137,0.3702661991119385,no_opportunity,no_opportunity,no_opportunity,no_opportunity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
opportunity,3,predicate_swap,match_perturbed,not_applicable,not_applicable,not_applicable,60,0,0,60,1,0,59,1,1,1,1,0,0.016666666666666666,0.016666666666666666,0.9833333333333333,0.0,0.93601520160834,0.022793092547605434,0.9986440102259319,0.018744473242744183,3.759092875321706,0.06398479839166006,0.9772069074523946,0.0013559897740681966,0.9812555267572558,-3.759092875321706,confidently_inverted,correct_rejection,confidently_inverted,correct_rejection,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
opportunity,3,role_swap,match_perturbed,not_applicable,not_applicable,not_applicable,60,0,0,60,3,1,56,4,4,4,3,1,0.06666666666666667,0.06666666666666667,0.9333333333333333,0.0,0.057230793335475025,0.9773666985022526,0.9967909276485443,0.05414535202241192,3.071732876698176,0.942769206664525,0.0226333014977475,0.0032090723514556887,0.9458546479775881,-3.071732876698176,correct_rejection,confidently_inverted,confidently_inverted,correct_rejection,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
opportunity,3,time_swap,match_perturbed,not_applicable,not_applicable,not_applicable,60,0,0,60,60,0,0,60,60,60,60,0,1.0,1.0,0.0,0.0,0.916340650121371,0.9882447610298792,0.9904045462608337,0.8987619613607725,5.54671733379364,0.08365934987862905,0.011755238970120747,0.00959545373916626,0.10123803863922755,-5.54671733379364,confidently_inverted,confidently_inverted,confidently_inverted,confidently_inverted,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
opportunity,3,title_name_swap,match_perturbed,not_applicable,not_applicable,not_applicable,60,0,0,60,0,0,60,0,0,0,0,0,0.0,0.0,1.0,0.0,0.006521728202157343,0.002035327443930631,0.9992511659860611,1.7810917893257282e-05,3.1091538230578104,0.9934782717978426,0.9979646725560694,0.0007488340139389038,0.9999821890821068,-3.1091538230578104,no_opportunity,no_opportunity,no_opportunity,no_opportunity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
signal,3,entity_swap,match_perturbed,classifier_error,frame_fail_score,uninformative,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,not_applicable,not_applicable,not_applicable,0,60,0.0,0.991195186576806,0.0,0.5,0.5,0.5,0
signal,3,entity_swap,match_perturbed,classifier_error,predicate_fail_score,uninformative,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,not_applicable,not_applicable,not_applicable,0,60,0.0,0.9969588553397141,0.0,0.5,0.5,0.5,0
